,datetime,latitude,longitude,altitude,speed,course,address,attributes
759,2020-10-23 00:38:46,37.4750147,126.8735691,39.89999771118164,0.3811690320611,332.92816162109375,,"{""batteryLevel"":90.0,""distance"":0.13,""totalDistance"":6.881289983E7,""motion"":true}"
768,2020-10-23 00:42:07,37.4750151,126.8735727,38.19999694824219,0.519061594308257,352.68670654296875,,"{""batteryLevel"":91.0,""distance"":0.12,""totalDistance"":6.881290136E7,""motion"":true}"
771,2020-10-23 00:43:27,37.4750099,126.8735729,39.89999771118164,0.2888557342645526,61.571754455566406,,"{""batteryLevel"":92.0,""distance"":0.75,""totalDistance"":6.881290237E7,""motion"":true}"
773,2020-10-23 00:44:28,37.4748242,126.8735112,39.89999771118164,0.6217583693990707,193.90086364746094,,"{""batteryLevel"":92.0,""distance"":21.75,""totalDistance"":6.881292462E7,""motion"":true}"
776,2020-10-23 00:46:11,37.4750133,126.8735618,39.89999771118164,0.5149753686679601,330.011474609375,,"{""batteryLevel"":93.0,""distance"":0.12,""totalDistance"":6.881294667E7,""motion"":true}"
779,2020-10-23 00:47:31,37.4749934,126.8735525,43.599998474121094,2.3264932866482733,359.81707763671875,,"{""batteryLevel"":93.0,""distance"":3.35,""totalDistance"":6.881295106E7,""motion"":true}"
785,2020-10-23 00:49:31,37.4750157,126.8735826,39.89999771118164,1.3486235041472912,11.640968322753906,,"{""batteryLevel"":94.0,""distance"":2.01,""totalDistance"":6.881296081E7,""motion"":true}"
787,2020-10-23 00:50:11,37.4750193,126.8735879,38.19999694824219,1.232018349181652,18.30318832397461,,"{""batteryLevel"":94.0,""distance"":0.66,""totalDistance"":6.881296195E7,""motion"":true}"
789,2020-10-23 00:50:51,37.4750185,126.8735817,38.19999694824219,0.9502771580439806,25.06817626953125,,"{""batteryLevel"":94.0,""distance"":1.35,""totalDistance"":6.881296409E7,""motion"":true}"
791,2020-10-23 00:51:31,37.4750167,126.8735846,39.89999771118164,1.032016443271637,20.443788528442383,,"{""batteryLevel"":95.0,""distance"":0.19,""totalDistance"":6.881296442E7,""motion"":true}"
793,2020-10-23 00:52:11,37.4750177,126.8735855,39.89999771118164,0.9187102307653426,22.30010986328125,,"{""batteryLevel"":95.0,""distance"":0.73,""totalDistance"":6.881296581E7,""motion"":true}"
797,2020-10-23 00:53:56,37.475017,126.8735856,39.89999771118164,0.7252465407764911,353.2772521972656,,"{""batteryLevel"":95.0,""distance"":10.72,""totalDistance"":6.881298816E7,""motion"":true}"
799,2020-10-23 00:54:36,37.4750168,126.8735852,39.89999771118164,0.898153276289463,344.2823486328125,,"{""batteryLevel"":95.0,""distance"":0.81,""totalDistance"":6.881298981E7,""motion"":true}"
803,2020-10-23 00:55:56,37.4750188,126.8735891,38.19999694824219,1.2144872501220703,349.159912109375,,"{""batteryLevel"":96.0,""distance"":0.25,""totalDistance"":6.881299163E7,""motion"":true}"
805,2020-10-23 00:56:36,37.4750174,126.8735827,38.19999694824219,1.6431691407744884,355.4161071777344,,"{""batteryLevel"":96.0,""distance"":0.32,""totalDistance"":6.881299267E7,""motion"":true}"
813,2020-10-23 01:00:37,37.4750245,126.8735075,39.89999771118164,1.0267795908071995,3.4203150272369385,,"{""batteryLevel"":97.0,""distance"":1.84,""totalDistance"":6.881306215E7,""motion"":true}"
815,2020-10-23 01:01:17,37.4750173,126.873538,39.89999771118164,1.4829282217111588,15.717416763305664,,"{""batteryLevel"":97.0,""distance"":1.13,""totalDistance"":6.881306711E7,""motion"":true}"
818,2020-10-23 01:02:17,37.4750208,126.8735267,39.89999771118164,1.552085169154644,48.602294921875,,"{""batteryLevel"":98.0,""distance"":1.2,""totalDistance"":6.881307068E7,""motion"":true}"
825,2020-10-23 01:04:57,37.4750183,126.8735484,39.89999771118164,0.7696762501276732,25.559825897216797,,"{""batteryLevel"":100.0,""distance"":1.97,""totalDistance"":6.881307602E7,""motion"":true}"
838,2020-10-23 01:12:02,37.4750184,126.8735827,39.89999771118164,3.800718176794052,357.6186218261719,,"{""batteryLevel"":100.0,""distance"":0.29,""totalDistance"":6.881309097E7,""motion"":true}"
842,2020-10-23 01:13:42,37.4750159,126.8735869,39.89999771118164,0.9244013207148313,330.87469482421875,,"{""batteryLevel"":100.0,""distance"":0.66,""totalDistance"":6.881309206E7,""motion"":true}"
845,2020-10-23 01:14:43,37.4750159,126.873578,39.89999771118164,1.8858555826857089,357.9686279296875,,"{""batteryLevel"":100.0,""distance"":0.71,""totalDistance"":6.881309329E7,""motion"":true}"
848,2020-10-23 01:15:43,37.4750173,126.8735829,39.89999771118164,1.3547579405415058,12.388400077819824,,"{""batteryLevel"":100.0,""distance"":0.22,""totalDistance"":6.88130942E7,""motion"":true}"
851,2020-10-23 01:17:02,37.4748998,126.8735532,39.89999771118164,3.0081651226701736,84.56685638427734,,"{""batteryLevel"":100.0,""distance"":13.4,""totalDistance"":6.881310857E7,""motion"":true}"
852,2020-10-23 01:17:22,37.4748998,126.8735532,39.89999771118164,3.0081651226701736,84.56685638427734,,"{""batteryLevel"":100.0,""distance"":0.0,""totalDistance"":6.881310857E7,""motion"":true}"
